,spectrum_id,label,compound_id,parent_full_mw,ms1_rt,ms2_rt,ms2_max_intensity,parent_mz,parent_intensity,parent_fromms1_mz,parent_fromms1_intensity,scan_type,mzml_file,mzml_file_short,spectrum_folder,n_averaged,spectrum_ids_orig,flags,xlogp_predicted,xlogp_predicted_sd,isomer_flag
19,Ruthenium_AvSpec_19,1,Ruthenium_32,148.0160253826035,10.1929855,10.200093399999997,27894.802506510416,149.02330198260353,9009076.32934922,149.02324249474847,1967115.54296875,positive,BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-0_C18_ESI_pos_01.mzML-BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-0_C18_ESI_pos_02.mzML-BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-0_C18_ESI_pos_03.mzML-BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-3_C18_ESI_pos_01.mzML-BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-3_C18_ESI_pos_02.mzML-BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-3_C18_ESI_pos_03.mzML-BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-6_C18_ESI_pos_01.mzML-BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-6_C18_ESI_pos_02.mzML-BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-6_C18_ESI_pos_03.mzML,20161201_Kat-0_pos_01-20161201_Kat-0_pos_02-20161201_Kat-0_pos_03-20161201_Kat-3_pos_01-20161201_Kat-3_pos_02-20161201_Kat-3_pos_03-20161201_Kat-6_pos_01-20161201_Kat-6_pos_02-20161201_Kat-6_pos_03,Ruthenium,30.0,20161201_Kat0_pos_01_1841-20161201_Kat0_pos_01_1853-20161201_Kat0_pos_02_1659-20161201_Kat0_pos_02_1671-20161201_Kat0_pos_03_1659-20161201_Kat0_pos_03_1669-20161201_Kat0_pos_03_1678-20161201_Kat0_pos_03_1689-20161201_Kat3_pos_01_1680-20161201_Kat3_pos_01_1692-20161201_Kat3_pos_01_1704-20161201_Kat3_pos_02_1664-20161201_Kat3_pos_02_1672-20161201_Kat3_pos_02_1684-20161201_Kat3_pos_03_1671-20161201_Kat3_pos_03_1681-20161201_Kat3_pos_03_1689-20161201_Kat3_pos_03_1697-20161201_Kat6_pos_01_1730-20161201_Kat6_pos_01_1740-20161201_Kat6_pos_01_1752-20161201_Kat6_pos_01_1764-20161201_Kat6_pos_01_1776-20161201_Kat6_pos_02_1663-20161201_Kat6_pos_02_1671-20161201_Kat6_pos_02_1683-20161201_Kat6_pos_03_1668-20161201_Kat6_pos_03_1678-20161201_Kat6_pos_03_1690-20161201_Kat6_pos_03_1702,1,2.327224414473791,0.9900454288853202,1
20,Ruthenium_AvSpec_20,1,Ruthenium_86,325.37049285473387,11.1680988,11.177468933333332,559648.30234375,326.37776945473394,8620662.745821673,326.3778029444538,1601525.5833333333,positive,BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-0_C18_ESI_pos_01.mzML-BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-0_C18_ESI_pos_03.mzML-BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-3_C18_ESI_pos_01.mzML-BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-3_C18_ESI_pos_02.mzML-BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-3_C18_ESI_pos_03.mzML-BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-6_C18_ESI_pos_01.mzML-BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-6_C18_ESI_pos_02.mzML-BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-6_C18_ESI_pos_03.mzML,20161201_Kat-0_pos_01-20161201_Kat-0_pos_03-20161201_Kat-3_pos_01-20161201_Kat-3_pos_02-20161201_Kat-3_pos_03-20161201_Kat-6_pos_01-20161201_Kat-6_pos_02-20161201_Kat-6_pos_03,Ruthenium,15.0,20161201_Kat0_pos_01_2026-20161201_Kat0_pos_03_1847-20161201_Kat3_pos_01_1854-20161201_Kat3_pos_01_1865-20161201_Kat3_pos_02_1838-20161201_Kat3_pos_02_1848-20161201_Kat3_pos_03_1851-20161201_Kat3_pos_03_1861-20161201_Kat6_pos_01_1920-20161201_Kat6_pos_01_1932-20161201_Kat6_pos_02_1833-20161201_Kat6_pos_02_1843-20161201_Kat6_pos_02_1856-20161201_Kat6_pos_03_1858-20161201_Kat6_pos_03_1879,1,2.948550742100351,1.1126285867083654,2
21,Ruthenium_AvSpec_21,1,Ruthenium_26,390.2765438203837,15.05165411764706,15.059415823529411,1363220.7693014706,391.2838204203836,22216693.82443971,391.2835670983471,4377421.102941177,positive,BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-0_C18_ESI_pos_01.mzML-BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-0_C18_ESI_pos_03.mzML-BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-3_C18_ESI_pos_03.mzML-BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-6_C18_ESI_pos_01.mzML-BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-6_C18_ESI_pos_02.mzML-BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-6_C18_ESI_pos_03.mzML,20161201_Kat-0_pos_01-20161201_Kat-0_pos_03-20161201_Kat-3_pos_03-20161201_Kat-6_pos_01-20161201_Kat-6_pos_02-20161201_Kat-6_pos_03,Ruthenium,17.0,20161201_Kat0_pos_01_2843-20161201_Kat0_pos_03_2581-20161201_Kat3_pos_03_2571-20161201_Kat3_pos_03_2581-20161201_Kat3_pos_03_2593-20161201_Kat3_pos_03_2606-20161201_Kat6_pos_01_2722-20161201_Kat6_pos_01_2732-20161201_Kat6_pos_01_2744-20161201_Kat6_pos_01_2757-20161201_Kat6_pos_02_2575-20161201_Kat6_pos_02_2587-20161201_Kat6_pos_02_2600-20161201_Kat6_pos_03_2560-20161201_Kat6_pos_03_2570-20161201_Kat6_pos_03_2582-20161201_Kat6_pos_03_2595,1,5.416338939233656,1.6045021954182088,2
22,Ruthenium_AvSpec_22,1,Ruthenium_72,226.193101817969,8.7592229,8.774,21272.82421875,227.200378417969,2020532.872688,227.20044380576616,238519.34375,positive,BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-0_C18_ESI_pos_02.mzML,20161201_Kat-0_pos_02,Ruthenium,1.0,20161201_Kat0_pos_02_1424,21,1.4206441442960216,0.8129749028637965,1
23,Ruthenium_AvSpec_23,1,Ruthenium_52,178.07811487464235,9.8026269125,9.8141869875,137404.38354492188,179.08539147464236,3511087.8416093253,179.08517077439404,656537.029296875,positive,BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-0_C18_ESI_pos_02.mzML-BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-0_C18_ESI_pos_03.mzML-BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-3_C18_ESI_pos_01.mzML-BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-3_C18_ESI_pos_02.mzML-BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-3_C18_ESI_pos_03.mzML,20161201_Kat-0_pos_02-20161201_Kat-0_pos_03-20161201_Kat-3_pos_01-20161201_Kat-3_pos_02-20161201_Kat-3_pos_03,Ruthenium,8.0,20161201_Kat0_pos_02_1597-20161201_Kat0_pos_03_1610-20161201_Kat3_pos_01_1608-20161201_Kat3_pos_01_1617-20161201_Kat3_pos_01_1628-20161201_Kat3_pos_02_1598-20161201_Kat3_pos_03_1619-20161201_Kat3_pos_03_1630,1,2.08190027251536,0.9418818301344254,1
24,Ruthenium_AvSpec_24,1,Ruthenium_53,192.0938113085916,10.338846285714286,10.348143285714286,306776.5133928572,193.10108790859164,6413734.750814008,193.10095234979457,1286441.5234375,positive,BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-0_C18_ESI_pos_02.mzML-BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-0_C18_ESI_pos_03.mzML-BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-3_C18_ESI_pos_01.mzML-BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-3_C18_ESI_pos_02.mzML-BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-3_C18_ESI_pos_03.mzML,20161201_Kat-0_pos_02-20161201_Kat-0_pos_03-20161201_Kat-3_pos_01-20161201_Kat-3_pos_02-20161201_Kat-3_pos_03,Ruthenium,14.0,20161201_Kat0_pos_02_1689-20161201_Kat0_pos_03_1699-20161201_Kat3_pos_01_1700-20161201_Kat3_pos_01_1720-20161201_Kat3_pos_01_1733-20161201_Kat3_pos_01_1745-20161201_Kat3_pos_02_1678-20161201_Kat3_pos_02_1688-20161201_Kat3_pos_02_1696-20161201_Kat3_pos_02_1709-20161201_Kat3_pos_03_1695-20161201_Kat3_pos_03_1705-20161201_Kat3_pos_03_1713-20161201_Kat3_pos_03_1726,1,2.4213410448366046,1.0085622931381764,1
25,Ruthenium_AvSpec_25,1,Ruthenium_86,325.370625623676,11.169292,11.186201,487954.626953125,326.377902223676,3410023.6664505,326.3784168458789,639382.8125,positive,BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-0_C18_ESI_pos_02.mzML-BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-6_C18_ESI_pos_03.mzML,20161201_Kat-0_pos_02-20161201_Kat-6_pos_03,Ruthenium,2.0,20161201_Kat0_pos_02_1837-20161201_Kat6_pos_03_1848,1,2.9541017946175767,1.1137270499471146,2
26,Ruthenium_AvSpec_26,1,Ruthenium_26,390.2766301174302,15.0285942,15.038509,604185.428125,391.28390671743017,7867294.567985401,391.2834450776652,1536604.4625,positive,BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-0_C18_ESI_pos_03.mzML-BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-3_C18_ESI_pos_02.mzML-BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-6_C18_ESI_pos_02.mzML,20161201_Kat-0_pos_03-20161201_Kat-3_pos_02-20161201_Kat-6_pos_02,Ruthenium,5.0,20161201_Kat0_pos_03_2559-20161201_Kat0_pos_03_2569-20161201_Kat3_pos_02_2600-20161201_Kat3_pos_02_2614-20161201_Kat6_pos_02_2565,1,5.403048285392985,1.6018399263949032,2
27,Ruthenium_AvSpec_27,1,Ruthenium_05,224.03155953906435,1.1776996000000002,1.1853238333333334,50440.852864583336,223.0242829390644,2553693.953898,223.02433441213492,567855.7604166666,negative,BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-3_C18_ESI_neg_01.mzML-BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-3_C18_ESI_neg_02.mzML-BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-3_C18_ESI_neg_03.mzML,20161201_Kat-3_neg_01-20161201_Kat-3_neg_02-20161201_Kat-3_neg_03,Ruthenium,3.0,20161201_Kat3_neg_01_0241-20161201_Kat3_neg_02_0234-20161201_Kat3_neg_03_0237,1,-3.4035448530503265,0.3101911671407577,1
28,Ruthenium_AvSpec_28,1,Ruthenium_09,230.0575286123693,1.5715130000000002,1.5848844666666668,289211.171875,229.05025201236933,10586790.970935669,229.0503339416256,2199841.875,negative,BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-3_C18_ESI_neg_01.mzML-BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-3_C18_ESI_neg_02.mzML-BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-3_C18_ESI_neg_03.mzML,20161201_Kat-3_neg_01-20161201_Kat-3_neg_02-20161201_Kat-3_neg_03,Ruthenium,3.0,20161201_Kat3_neg_01_0323-20161201_Kat3_neg_02_0315-20161201_Kat3_neg_03_0319,1,-3.1495406013514327,0.2798723095517893,1
29,Ruthenium_AvSpec_29,1,Ruthenium_19,236.08337218105495,7.458364533333333,7.470250566666667,213947.93229166663,235.076095581055,8599242.85851,235.0759905830052,692125.4375,negative,BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-3_C18_ESI_neg_01.mzML-BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-3_C18_ESI_neg_02.mzML-BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-3_C18_ESI_neg_03.mzML,20161201_Kat-3_neg_01-20161201_Kat-3_neg_02-20161201_Kat-3_neg_03,Ruthenium,3.0,20161201_Kat3_neg_01_1543-20161201_Kat3_neg_02_1510-20161201_Kat3_neg_03_1531,1,0.5918390228955274,0.6542639446858123,1
30,Ruthenium_AvSpec_30,1,Ruthenium_74,254.2246838265625,9.98644415,9.9998151,292828.09375,253.2174072265625,9384131.130369,253.21766347767112,2002834.0625,negative,BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-3_C18_ESI_neg_01.mzML-BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-6_C18_ESI_neg_01.mzML,20161201_Kat-3_neg_01-20161201_Kat-6_neg_01,Ruthenium,2.0,20161201_Kat3_neg_01_2055-20161201_Kat6_neg_01_2083,21,2.199905716186045,0.9650301013462067,2
31,Ruthenium_AvSpec_31,1,Ruthenium_79,242.224363777556,10.168854499999998,10.179997,442050.71875,241.217087177556,12880590.096865,241.21670792924263,2634390.375,negative,BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-3_C18_ESI_neg_01.mzML-BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-3_C18_ESI_neg_03.mzML,20161201_Kat-3_neg_01-20161201_Kat-3_neg_03,Ruthenium,2.0,20161201_Kat3_neg_01_2119-20161201_Kat3_neg_03_2110,21,2.3144489540855733,0.9875335378160509,1
32,Ruthenium_AvSpec_32,1,Ruthenium_82,270.2560059002964,10.44295490909091,10.45267990909091,892989.0426136364,269.2487293002964,19658403.69304337,269.2489685176479,4053690.9431818174,negative,BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-3_C18_ESI_neg_01.mzML-BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-3_C18_ESI_neg_02.mzML-BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-3_C18_ESI_neg_03.mzML-BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-6_C18_ESI_neg_01.mzML-BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-6_C18_ESI_neg_02.mzML-BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-6_C18_ESI_neg_03.mzML,20161201_Kat-3_neg_01-20161201_Kat-3_neg_02-20161201_Kat-3_neg_03-20161201_Kat-6_neg_01-20161201_Kat-6_neg_02-20161201_Kat-6_neg_03,Ruthenium,11.0,20161201_Kat3_neg_01_2155-20161201_Kat3_neg_01_2183-20161201_Kat3_neg_02_2163-20161201_Kat3_neg_03_2158-20161201_Kat6_neg_01_2134-20161201_Kat6_neg_01_2146-20161201_Kat6_neg_01_2158-20161201_Kat6_neg_01_2169-20161201_Kat6_neg_02_2147-20161201_Kat6_neg_02_2157-20161201_Kat6_neg_03_2186,1,2.487795906954506,1.0216489732471383,1
33,Ruthenium_AvSpec_33,1,Ruthenium_82,270.256223933888,10.404949,10.41832,300135.71875,269.248947333888,6669368.993164,269.2489720807398,1408291.5,negative,BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-3_C18_ESI_neg_01.mzML,20161201_Kat-3_neg_01,Ruthenium,1.0,20161201_Kat3_neg_01_2167,1,2.4659530068562923,1.0173464665251637,1
34,Ruthenium_AvSpec_34,1,Ruthenium_62,244.16730392055703,5.486225266666668,5.500218333333333,61740.98046875,243.160027320557,2035413.0235186664,243.15985667909635,430984.8645833333,negative,BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-3_C18_ESI_neg_02.mzML-BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-6_C18_ESI_neg_01.mzML,20161201_Kat-3_neg_02-20161201_Kat-6_neg_01,Ruthenium,3.0,20161201_Kat3_neg_02_1103-20161201_Kat6_neg_01_1099-20161201_Kat6_neg_01_1111,1,-0.6605280060481896,0.42791785625552753,1
35,Ruthenium_AvSpec_35,1,Ruthenium_41,214.09872032703,6.6194946,6.6332863,72292.5859375,213.09144372703,2390591.836212,213.0914895045873,460337.75,negative,BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-3_C18_ESI_neg_02.mzML,20161201_Kat-3_neg_02,Ruthenium,1.0,20161201_Kat3_neg_02_1331,1,0.059773387500396805,0.5552235761134103,1
36,Ruthenium_AvSpec_36,1,Ruthenium_11,258.0892019845535,6.70465085,6.71811955,50547.861328125,257.0819253845536,2925643.993103,257.0817801645826,568772.3125,negative,BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-3_C18_ESI_neg_02.mzML,20161201_Kat-3_neg_02,Ruthenium,2.0,20161201_Kat3_neg_02_1343-20161201_Kat3_neg_02_1355,1,0.1137026397534808,0.5651167060586544,1
37,Ruthenium_AvSpec_37,1,Ruthenium_18,236.0832729577215,7.1616209,7.17516155,86208.734375,235.0759963577215,3529286.950394,235.07574712314528,623101.6875,negative,BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-3_C18_ESI_neg_02.mzML,20161201_Kat-3_neg_02,Ruthenium,2.0,20161201_Kat3_neg_02_1439-20161201_Kat3_neg_02_1451,1,0.4042483079702944,0.619012540307743,1
38,Ruthenium_AvSpec_38,1,Ruthenium_20,250.09918497413105,7.5495554,7.5633534,75421.5625,249.091908374131,2486313.843689,249.0921231410097,531139.9375,negative,BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-3_C18_ESI_neg_02.mzML,20161201_Kat-3_neg_02,Ruthenium,1.0,20161201_Kat3_neg_02_1527,1,0.651025322893584,0.6654487198340593,1
39,Ruthenium_AvSpec_39,1,Ruthenium_78,228.2083432064193,9.538103166666666,9.547016966666666,1205200.9791666667,227.2010666064193,34208722.495686665,227.20123205291767,7057300.416666667,negative,BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-3_C18_ESI_neg_02.mzML-BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-6_C18_ESI_neg_03.mzML,20161201_Kat-3_neg_02-20161201_Kat-6_neg_03,Ruthenium,3.0,20161201_Kat3_neg_02_1950-20161201_Kat6_neg_03_1955-20161201_Kat6_neg_03_1989,21,1.9120579117902603,0.9086335505173349,1
40,Ruthenium_AvSpec_40,1,Ruthenium_74,254.2243826584008,9.928813755555556,9.940203755555556,442877.6736111111,253.2171060584008,12704887.70347767,253.21683468975567,2687424.965277778,negative,BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-3_C18_ESI_neg_02.mzML-BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-3_C18_ESI_neg_03.mzML-BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-6_C18_ESI_neg_02.mzML-BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-6_C18_ESI_neg_03.mzML,20161201_Kat-3_neg_02-20161201_Kat-3_neg_03-20161201_Kat-6_neg_02-20161201_Kat-6_neg_03,Ruthenium,9.0,20161201_Kat3_neg_02_2034-20161201_Kat3_neg_02_2046-20161201_Kat3_neg_02_2059-20161201_Kat3_neg_03_2047-20161201_Kat3_neg_03_2071-20161201_Kat6_neg_02_2023-20161201_Kat6_neg_03_2031-20161201_Kat6_neg_03_2054-20161201_Kat6_neg_03_2066,21,2.1620102538326678,0.9575923898102939,2
41,Ruthenium_AvSpec_41,1,Ruthenium_80,242.22422043563785,9.9862746,9.99518818,1028909.6625,241.2169438356378,25591740.678082,241.2167646284452,5438059.1,negative,BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-3_C18_ESI_neg_02.mzML-BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-3_C18_ESI_neg_03.mzML-BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-6_C18_ESI_neg_03.mzML,20161201_Kat-3_neg_02-20161201_Kat-3_neg_03-20161201_Kat-6_neg_03,Ruthenium,5.0,20161201_Kat3_neg_02_2042-20161201_Kat3_neg_02_2054-20161201_Kat3_neg_03_2086-20161201_Kat6_neg_03_2047-20161201_Kat6_neg_03_2069,21,2.1969643419508875,0.9644526668066545,1
42,Ruthenium_AvSpec_42,1,Ruthenium_82,270.25589261958487,10.439493,10.4503746,918846.840625,269.2486160195849,17498853.344245803,269.2489881410965,3555901.2,negative,BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-3_C18_ESI_neg_02.mzML-BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-3_C18_ESI_neg_03.mzML-BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-6_C18_ESI_neg_02.mzML-BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-6_C18_ESI_neg_03.mzML,20161201_Kat-3_neg_02-20161201_Kat-3_neg_03-20161201_Kat-6_neg_02-20161201_Kat-6_neg_03,Ruthenium,10.0,20161201_Kat3_neg_02_2126-20161201_Kat3_neg_02_2138-20161201_Kat3_neg_02_2150-20161201_Kat3_neg_03_2170-20161201_Kat3_neg_03_2183-20161201_Kat6_neg_02_2133-20161201_Kat6_neg_02_2171-20161201_Kat6_neg_03_2151-20161201_Kat6_neg_03_2163-20161201_Kat6_neg_03_2175,1,2.486330401442402,1.0213602726656548,1
43,Ruthenium_AvSpec_43,1,Ruthenium_08,192.00574179683977,6.3126785666666665,6.320912441666667,57076.47025553385,193.01301839683984,1293040.3062905665,193.01310421208416,257325.94010416663,positive,BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-3_C18_ESI_pos_01.mzML-BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-3_C18_ESI_pos_02.mzML-BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-3_C18_ESI_pos_03.mzML-BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-6_C18_ESI_pos_01.mzML-BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-6_C18_ESI_pos_02.mzML-BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-6_C18_ESI_pos_03.mzML,20161201_Kat-3_pos_01-20161201_Kat-3_pos_02-20161201_Kat-3_pos_03-20161201_Kat-6_pos_01-20161201_Kat-6_pos_02-20161201_Kat-6_pos_03,Ruthenium,12.0,20161201_Kat3_pos_01_1020-20161201_Kat3_pos_01_1028-20161201_Kat3_pos_02_1035-20161201_Kat3_pos_02_1047-20161201_Kat3_pos_03_1055-20161201_Kat3_pos_03_1063-20161201_Kat6_pos_01_1058-20161201_Kat6_pos_01_1068-20161201_Kat6_pos_02_1038-20161201_Kat6_pos_02_1047-20161201_Kat6_pos_03_1048-20161201_Kat6_pos_03_1056,1,-0.1388054551506559,0.5191511308309966,1
